Tempo,ect,ext4,acelY_DE,acelX_TE,acelY_TD,acelZ_DE
5.4,34.5,0.0,1.0528564453125,0.0,0.0,105.28564453125
5.416666666666667,35.0,0.0,1.068115234375,0.0,0.0,106.8115234375
5.433333333333334,35.5,0.0,1.0833740234375,0.0,0.0,108.33740234375
5.45,36.0,0.0,1.0986328125,0.0,0.0,109.86328125
5.466666666666667,36.5,0.0,1.1138916015625,0.0,0.0,111.38916015625
5.483333333333333,37.0,0.0,1.129150390625,0.0,0.0,112.9150390625
5.5,37.5,0.0,1.1444091796875,0.0,0.0,114.44091796875
5.516666666666667,37.99999999999999,0.0,1.15966796875,0.0,0.0,115.966796875
5.533333333333334,38.50000000000002,0.0,1.1749267578125,0.0,0.0,117.49267578125
5.550000000000001,39.000000000000014,0.0,1.190185546875,0.0,0.0,119.0185546875
5.566666666666667,39.500000000000014,0.0,1.2054443359375,0.0,0.0,120.54443359375
5.583333333333334,40.00000000000001,0.0,1.220703125,0.0,0.0,122.0703125
5.6000000000000005,40.5,0.0,1.2359619140625,0.0,0.0,123.59619140625
5.616666666666667,41.0,0.0,1.251220703125,0.0,0.0,125.1220703125
5.633333333333334,41.5,0.0,1.2664794921875,0.0,0.0,126.64794921875
5.65,42.0,0.0,1.28173828125,0.0,0.0,128.173828125
5.666666666666667,42.5,0.0,1.2969970703125,0.0,0.0,129.69970703125
5.683333333333334,43.0,0.0,1.312255859375,0.0,0.0,131.2255859375
5.7,43.5,0.0,1.3275146484375,0.0,0.0,132.75146484375
5.716666666666667,44.0,0.0,1.3427734375,0.0,0.0,134.27734375
5.733333333333333,44.49999999999999,0.0,1.3580322265625,0.0,0.0,135.80322265625
5.75,44.99999999999999,0.0,1.373291015625,0.0,0.0,137.3291015625
5.766666666666667,45.499999999999986,0.0,1.3885498046875,0.0,0.0,138.85498046875
5.783333333333334,46.00000000000001,0.0,1.40380859375,0.0,0.0,140.380859375
5.800000000000001,46.5,0.0,1.4190673828125,0.0,0.0,141.90673828125
5.816666666666667,47.0,0.0,1.434326171875,0.0,0.0,143.4326171875
5.833333333333334,47.5,0.0,1.4495849609375,0.0,0.0,144.95849609375
5.8500000000000005,48.0,0.0,1.46484375,0.0,0.0,146.484375
5.866666666666667,48.5,0.0,1.4801025390625,0.0,0.0,148.01025390625
5.883333333333334,49.0,0.0,1.495361328125,0.0,0.0,149.5361328125
5.9,49.5,0.0,1.5106201171875,0.0,0.0,151.06201171875
5.916666666666667,50.0,0.0,1.52587890625,0.0,0.0,152.587890625
5.933333333333334,50.5,0.0,1.5411376953125,0.0,0.0,154.11376953125
5.95,51.0,0.0,1.556396484375,0.0,0.0,155.6396484375
5.966666666666667,51.5,0.0,1.5716552734375,0.0,0.0,157.16552734375
5.983333333333333,52.0,0.0,1.5869140625,0.0,0.0,158.69140625
6.0,52.5,0.0,1.6021728515625,0.0,0.0,160.21728515625
6.0166666666666675,53.00000000000003,0.0,1.617431640625,0.0,0.0,161.7431640625
6.033333333333333,53.49999999999999,0.0,1.6326904296875,0.0,0.0,163.26904296875
6.050000000000001,54.000000000000014,0.0,1.64794921875,0.0,0.0,164.794921875
6.066666666666667,54.500000000000014,0.0,1.6632080078125,0.0,0.0,166.32080078125
6.083333333333334,55.0,0.0,1.678466796875,0.0,0.0,167.8466796875
6.1000000000000005,55.5,0.0,1.6937255859375,0.0,0.0,169.37255859375
6.116666666666667,56.0,0.0,1.708984375,0.0,0.0,170.8984375
6.133333333333334,56.5,0.0,1.7242431640625,0.0,0.0,172.42431640625
6.15,57.0,0.0,1.739501953125,0.0,0.0,173.9501953125
6.166666666666667,57.5,0.0,1.7547607421875,0.0,0.0,175.47607421875
6.183333333333334,58.0,0.0,1.77001953125,0.0,0.0,177.001953125
6.2,58.5,0.0,1.7852783203125,0.0,0.0,178.52783203125
6.216666666666667,59.0,0.0,1.800537109375,0.0,0.0,180.0537109375
6.233333333333333,59.49999999999999,0.0,1.8157958984375,0.0,0.0,181.57958984375
6.25,59.99999999999999,0.0,1.8310546875,0.0,0.0,183.10546875
6.2666666666666675,60.500000000000014,0.0,1.8463134765625,0.0,0.0,184.63134765625
6.283333333333333,60.99999999999998,0.0,1.861572265625,0.0,0.0,186.1572265625
6.300000000000001,61.5,0.0,1.8768310546875,0.0,0.0,187.68310546875
6.316666666666667,62.0,0.0,1.89208984375,0.0,0.0,189.208984375
6.333333333333334,62.5,0.0,1.9073486328125,0.0,0.0,190.73486328125
6.3500000000000005,63.0,0.0,1.922607421875,0.0,0.0,192.2607421875
6.366666666666667,63.5,0.0,1.9378662109375,0.0,0.0,193.78662109375
6.383333333333334,64.0,0.0,1.953125,0.0,0.0,195.3125
6.4,64.5,0.0,1.9683837890625,0.0,0.0,196.83837890625
6.416666666666667,65.0,0.0,1.983642578125,0.0,0.0,198.3642578125
6.433333333333334,65.5,0.0,1.9989013671875,0.0,0.0,199.89013671875
6.45,66.0,0.0,-1.98583984375,0.0,0.0,-198.583984375
6.466666666666667,66.5,0.0,-1.9705810546875,0.0,0.0,-197.05810546875
6.483333333333333,67.0,0.0,-1.955322265625,0.0,0.0,-195.5322265625
6.5,67.5,0.0,-1.9400634765625,0.0,0.0,-194.00634765625
6.5166666666666675,68.00000000000003,0.0,-1.9248046875,0.0,0.0,-192.48046875
6.533333333333333,68.49999999999999,0.0,-1.9095458984375,0.0,0.0,-190.95458984375
6.550000000000001,69.00000000000001,0.0,-1.894287109375,0.0,0.0,-189.4287109375
6.566666666666667,69.50000000000001,0.0,-1.8790283203125,0.0,0.0,-187.90283203125
6.583333333333334,70.0,0.0,-1.86376953125,0.0,0.0,-186.376953125
6.6000000000000005,70.5,0.0,-1.8485107421875,0.0,0.0,-184.85107421875
6.616666666666667,71.0,0.0,-1.833251953125,0.0,0.0,-183.3251953125
6.633333333333334,71.5,0.0,-1.8179931640625,0.0,0.0,-181.79931640625
6.65,72.0,0.0,-1.802734375,0.0,0.0,-180.2734375
6.666666666666667,72.5,0.0,-1.7874755859375,0.0,0.0,-178.74755859375
6.683333333333334,73.0,0.0,-1.772216796875,0.0,0.0,-177.2216796875
6.7,73.5,0.0,-1.7569580078125,0.0,0.0,-175.69580078125
6.716666666666667,74.0,0.0,-1.74169921875,0.0,0.0,-174.169921875
6.733333333333333,74.49999999999999,0.0,-1.7264404296875,0.0,0.0,-172.64404296875
6.75,74.99999999999999,0.0,-1.711181640625,0.0,0.0,-171.1181640625
6.7666666666666675,75.50000000000001,0.0,-1.6959228515625,0.0,0.0,-169.59228515625
6.783333333333333,75.99999999999999,0.0,-1.6806640625,0.0,0.0,-168.06640625
6.800000000000001,76.5,0.0,-1.6654052734375,0.0,0.0,-166.54052734375
6.816666666666667,77.0,0.0,-1.650146484375,0.0,0.0,-165.0146484375
6.833333333333334,77.5,0.0,-1.6348876953125,0.0,0.0,-163.48876953125
6.8500000000000005,78.0,0.0,-1.61962890625,0.0,0.0,-161.962890625
6.866666666666667,78.5,0.0,-1.6043701171875,0.0,0.0,-160.43701171875
6.883333333333334,79.0,0.0,-1.589111328125,0.0,0.0,-158.9111328125
6.9,79.5,0.0,-1.5738525390625,0.0,0.0,-157.38525390625
6.916666666666667,80.0,0.0,-1.55859375,0.0,0.0,-155.859375
6.933333333333334,80.5,0.0,-1.5433349609375,0.0,0.0,-154.33349609375
6.95,81.0,0.0,-1.528076171875,0.0,0.0,-152.8076171875
6.966666666666667,81.5,0.0,-1.5128173828125,0.0,0.0,-151.28173828125
6.983333333333333,82.0,0.0,-1.49755859375,0.0,0.0,-149.755859375
7.0,82.5,0.0,-1.4822998046875,0.0,0.0,-148.22998046875
7.0166666666666675,83.00000000000003,0.0,-1.467041015625,0.0,0.0,-146.7041015625
7.033333333333333,83.5,0.0,-1.4517822265625,0.0,0.0,-145.17822265625
7.050000000000001,84.00000000000001,0.0,-1.4365234375,0.0,0.0,-143.65234375
7.066666666666667,84.50000000000001,0.0,-1.4212646484375,0.0,0.0,-142.12646484375
7.083333333333334,85.0,0.0,-1.406005859375,0.0,0.0,-140.6005859375
7.1000000000000005,85.5,0.0,-1.3907470703125,0.0,0.0,-139.07470703125
7.116666666666667,86.0,0.0,-1.37548828125,0.0,0.0,-137.548828125
7.133333333333334,86.5,0.0,-1.3602294921875,0.0,0.0,-136.02294921875
7.15,87.0,0.0,-1.344970703125,0.0,0.0,-134.4970703125
7.166666666666667,87.5,0.0,-1.3297119140625,0.0,0.0,-132.97119140625
7.183333333333334,88.0,0.0,-1.314453125,0.0,0.0,-131.4453125
7.2,88.5,0.0,-1.2991943359375,0.0,0.0,-129.91943359375
7.216666666666667,89.0,0.0,-1.283935546875,0.0,0.0,-128.3935546875
7.233333333333333,89.5,0.0,-1.2686767578125,0.0,0.0,-126.86767578125
7.25,90.0,0.0,-1.25341796875,0.0,0.0,-125.341796875
7.2666666666666675,90.50000000000001,0.0,-1.2381591796875,0.0,0.0,-123.81591796875
7.283333333333333,90.99999999999999,0.0,-1.222900390625,0.0,0.0,-122.2900390625
7.300000000000001,91.5,0.0,-1.2076416015625,0.0,0.0,-120.76416015625
7.316666666666667,92.0,0.0,-1.1923828125,0.0,0.0,-119.23828125
7.333333333333334,92.5,0.0,-1.1771240234375,0.0,0.0,-117.71240234375
7.3500000000000005,93.0,0.0,-1.161865234375,0.0,0.0,-116.1865234375
7.366666666666667,93.5,0.0,-1.1466064453125,0.0,0.0,-114.66064453125
7.383333333333334,94.0,0.0,-1.13134765625,0.0,0.0,-113.134765625
7.4,94.5,0.0,-1.1160888671875,0.0,0.0,-111.60888671875
7.416666666666667,95.0,0.0,-1.100830078125,0.0,0.0,-110.0830078125
7.433333333333334,95.5,0.0,-1.0855712890625,0.0,0.0,-108.55712890625
7.45,96.0,0.0,-1.0703125,0.0,0.0,-107.03125
7.466666666666667,96.5,0.0,-1.0550537109375,0.0,0.0,-105.50537109375
7.483333333333334,97.00000000000003,0.0,-1.039794921875,0.0,0.0,-103.9794921875
7.5,97.5,0.0,-1.0245361328125,0.0,0.0,-102.45361328125
7.5166666666666675,98.00000000000003,0.0,-1.00927734375,0.0,0.0,-100.927734375
7.533333333333333,98.5,0.0,-0.9940185546875,0.0,0.0,-99.40185546875
7.550000000000001,99.00000000000001,0.0,-0.978759765625,0.0,0.0,-97.8759765625
7.566666666666666,99.49999999999999,0.0,-0.9635009765625,0.0,0.0,-96.35009765625
7.583333333333334,100.0,0.0,-0.9482421875,0.0,0.0,-94.82421875
7.6000000000000005,100.5,0.0,-0.9329833984375,0.0,0.0,-93.29833984375
7.616666666666667,101.0,0.0,-0.917724609375,0.0,0.0,-91.7724609375
7.633333333333334,101.5,0.0,-0.9024658203125,0.0,0.0,-90.24658203125
7.65,102.0,0.0,-0.88720703125,0.0,0.0,-88.720703125
7.666666666666667,102.5,0.0,-0.8719482421875,0.0,0.0,-87.19482421875
7.683333333333334,103.0,0.0,-0.856689453125,0.0,0.0,-85.6689453125
7.7,103.5,0.0,-0.8414306640625,0.0,0.0,-84.14306640625
7.716666666666667,104.0,0.0,-0.826171875,0.0,0.0,-82.6171875
7.733333333333334,104.50000000000003,0.0,-0.8109130859375,0.0,0.0,-81.09130859375
7.75,104.99999999999999,0.0,-0.795654296875,0.0,0.0,-79.5654296875
7.7666666666666675,105.5,0.0,-0.7803955078125,0.0,0.0,-78.03955078125
7.783333333333333,105.99999999999999,0.0,-0.76513671875,0.0,0.0,-76.513671875
7.800000000000001,106.5,0.0,-0.7498779296875,0.0,0.0,-74.98779296875
7.816666666666666,106.99999999999999,0.0,-0.734619140625,0.0,0.0,-73.4619140625
7.833333333333334,107.5,0.0,-0.7193603515625,0.0,0.0,-71.93603515625
7.8500000000000005,108.0,0.0,-0.7041015625,0.0,0.0,-70.41015625
7.866666666666667,108.5,0.0,-0.6888427734375,0.0,0.0,-68.88427734375
7.883333333333334,109.0,0.0,-0.673583984375,0.0,0.0,-67.3583984375
7.9,109.5,0.0,-0.6583251953125,0.0,0.0,-65.83251953125
7.916666666666667,110.0,0.0,-0.64306640625,0.0,0.0,-64.306640625
7.933333333333334,110.5,0.0,-0.6278076171875,0.0,0.0,-62.78076171875
7.95,111.0,0.0,-0.612548828125,0.0,0.0,-61.2548828125
7.966666666666667,111.5,0.0,-0.5972900390625,0.0,0.0,-59.72900390625
7.983333333333334,112.00000000000003,0.0,-0.58203125,0.0,0.0,-58.203125
8.0,112.5,0.0,-0.5667724609375,0.0,0.0,-56.67724609375
8.016666666666667,113.00000000000003,0.0,-0.551513671875,0.0,0.0,-55.1513671875
8.033333333333333,113.49999999999999,0.0,-0.5362548828125,0.0,0.0,-53.62548828125
8.05,114.0,0.0,-0.52099609375,0.0,0.0,-52.099609375
8.066666666666666,114.49999999999996,0.0,-0.5057373046875,0.0,0.0,-50.57373046875
8.083333333333334,114.99999999999999,0.0,-0.490478515625,0.0,0.0,-49.0478515625
8.100000000000001,115.5,0.0,-0.4752197265625,0.0,0.0,-47.52197265625
8.116666666666667,115.99999999999999,0.0,-0.4599609375,0.0,0.0,-45.99609375
8.133333333333333,116.49999999999996,0.0,-0.4447021484375,0.0,0.0,-44.47021484375
8.15,117.0,0.0,-0.429443359375,0.0,0.0,-42.9443359375
8.166666666666668,117.50000000000006,0.0,-0.4141845703125,0.0,0.0,-41.41845703125
8.183333333333334,118.00000000000003,0.0,-0.39892578125,0.0,0.0,-39.892578125
8.2,118.5,0.0,-0.3836669921875,0.0,0.0,-38.36669921875
8.216666666666667,119.00000000000003,0.0,-0.368408203125,0.0,0.0,-36.8408203125
8.233333333333334,119.50000000000006,0.0,-0.3531494140625,0.0,0.0,-35.31494140625
8.25,120.0,0.0,-0.337890625,0.0,0.0,-33.7890625
8.266666666666667,120.50000000000003,0.0,-0.3226318359375,0.0,0.0,-32.26318359375
8.283333333333333,120.99999999999999,0.0,-0.307373046875,0.0,0.0,-30.7373046875
8.3,121.5,0.0,-0.2921142578125,0.0,0.0,-29.21142578125
8.316666666666666,121.99999999999999,0.0,-0.27685546875,0.0,0.0,-27.685546875
8.333333333333334,122.5,0.0,-0.2615966796875,0.0,0.0,-26.15966796875
8.350000000000001,123.00000000000003,0.0,-0.246337890625,0.0,0.0,-24.6337890625
8.366666666666667,123.5,0.0,-0.2310791015625,0.0,0.0,-23.10791015625
8.383333333333333,123.99999999999999,0.0,-0.2158203125,0.0,0.0,-21.58203125
8.4,124.5,0.0,-0.2005615234375,0.0,0.0,-20.05615234375
8.416666666666668,125.00000000000003,0.0,-0.185302734375,0.0,0.0,-18.5302734375
8.433333333333334,125.5,0.0,-0.1700439453125,0.0,0.0,-17.00439453125
8.45,125.99999999999999,0.0,-0.15478515625,0.0,0.0,-15.478515625
8.466666666666667,126.5,0.0,-0.1395263671875,0.0,0.0,-13.95263671875
8.483333333333334,127.00000000000003,0.0,-0.124267578125,0.0,0.0,-12.4267578125
8.5,127.5,0.0,-0.1090087890625,0.0,0.0,-10.90087890625
8.516666666666667,106.74999999999928,0.0,0.0152587890625,0.0,0.0,1.52587890625
8.533333333333333,86.00000000000074,0.0,0.030517578125,0.0,0.0,3.0517578125
8.55,65.25,0.0,0.0457763671875,0.0,0.0,4.57763671875
8.566666666666666,44.50000000000147,0.0,0.06103515625,0.0,0.0,6.103515625
8.583333333333334,23.75000000000073,0.0,0.0762939453125,0.0,0.0,7.62939453125
8.600000000000001,3.0,0.0,0.091552734375,0.0,0.0,9.1552734375
8.616666666666667,3.4999999999999822,0.0,0.1068115234375,0.0,0.0,10.68115234375
8.633333333333333,3.9999999999999645,0.0,0.1220703125,0.0,0.0,12.20703125
8.65,4.5,0.0,0.1373291015625,0.0,0.0,13.73291015625
8.666666666666668,5.0000000000000355,0.0,0.152587890625,0.0,0.0,15.2587890625
8.683333333333334,5.500000000000019,0.0,0.1678466796875,0.0,0.0,16.78466796875
8.7,6.0,0.0,0.18310546875,0.0,0.0,18.310546875
8.716666666666667,6.500000000000018,0.0,0.1983642578125,0.0,0.0,19.83642578125
8.733333333333334,7.0000000000000355,0.0,0.213623046875,0.0,0.0,21.3623046875
